94,47,744,5,12
276,77,825,5,0
276,77,825,4,11
133,58,520,4,0
203,75,664,5,0
222,42,698,4,0
290,78,855,5,18
94,57,744,5,39
207,54,672,6,0
231,42,715,2,174
18,51,30,5,0
1,100,171,5,0
101,39,458,4,7
194,63,643,6,16
217,29,690,6,5
248,58,753,6,42
273,44,819,4,12
181,50,613,4,16
96,55,750,4,24
18,48,30,5,0
227,34,706,4,28
227,34,706,4,0
9,71,58,4,9
91,46,738,6,30
276,43,825,3,70
15,19,25,4,0
4,68,46,5,0
9,62,56,5,51
96,55,750,3,3
181,33,613,6,3
231,32,715,2,0
49,34,297,5,0
49,34,297,5,8
88,46,731,4,4
227,36,706,9,0
194,41,643,6,0
84,34,725,4,6
212,27,680,2,0
291,67,860,5,3
8,46,55,5,0
290,44,855,3,7
96,31,450,4,0
7,42,52,3,0
3,53,43,4,4
92,27,442,4,1
231,33,715,5,0
235,50,723,4,0
222,27,698,6,746
164,39,575,3,7
17,24,28,5,0
203,42,664,4,2
181,36,613,5,3
191,36,635,8,185
217,19,690,4,0
263,27,795,6,6
94,48,744,3,0
231,31,715,6,4
248,56,753,2,0
248,56,753,6,0
207,33,672,4,2
222,34,698,3,0
181,44,613,4,3
287,45,849,4,0
178,40,605,3,6
222,38,698,6,0
235,66,723,4,15
269,45,811,4,0
84,51,376,5,0
207,35,672,6,0
253,73,768,6,0
231,53,715,5,6
91,46,738,3,0
290,58,855,4,0
207,29,672,6,1
24,64,41,5,3
80,78,368,2,0
290,58,855,5,9
47,80,100,5,0
203,70,664,5,0
17,35,28,4,0
284,77,844,4,0
181,61,613,4,0
217,49,690,5,6
196,88,649,4,9
238,65,730,4,0
266,54,803,5,0
248,56,753,4,0
160,48,567,4,0
248,59,753,4,0
191,50,635,4,82
231,64,715,6,3
273,72,819,4,1
231,64,715,5,0
231,64,715,6,0
276,76,825,4,3
4,82,16,5,5
4,77,16,4,2
3,59,15,2,6
15,45,36,5,3
18,41,41,4,5
20,27,43,5,6
14,33,25,3,61
14,27,25,4,0
25,40,73,3,38
96,79,229,3,1
61,50,252,4,70
103,35,316,3,10
121,40,350,5,3
85,28,395,3,1
101,45,423,3,7
101,82,423,4,2
103,57,431,4,278
114,25,560,9,2
114,22,560,3,0
130,40,587,4,1
130,27,587,6,0
130,25,587,5,26
135,28,596,4,2
141,43,605,4,2
141,34,605,4,16
141,71,605,4,46
141,58,605,4,0
141,33,605,4,0
152,21,624,4,0
158,27,633,3,0
158,29,633,3,43
164,30,643,6,8
175,42,661,6,0
175,26,661,5,2
181,27,671,4,14
181,26,671,5,40
181,63,671,5,10
181,65,671,6,0
181,65,671,5,0
181,69,671,4,0
139,30,689,4,1
139,29,689,3,49
163,35,744,2,5
166,73,752,2,0
166,41,752,4,0
166,41,752,2,0
166,71,752,4,2
166,62,752,5,0
56,35,665,6,0
56,32,665,3,6
56,71,665,4,54
56,70,665,4,11
146,42,614,4,0
3,31,106,3,0
